0	0
1	0
2	0
3	0
4	1
5	0
6	0
7	1
8	1
9	1
10	1
11	0
12	0
13	0
14	0
15	1
16	0
17	0
18	0
19	0
20	0
21	0
22	1
23	0
24	1
25	0
26	1
27	0
28	0
29	1
30	1
31	1
32	1
33	0
34	0
35	0
36	0
37	1
38	1
39	1
40	0
41	1
42	0
43	0
44	0
45	1
46	1
47	0
48	0
49	0
50	1
51	0
52	1
53	0
54	0
55	0
56	0
57	1
58	1
59	0
60	0
61	1
62	1
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	0
83	0
84	1
85	1
86	1
87	1
88	0
89	1
90	0
91	0
92	0
93	0
94	0
95	1
96	0
97	0
98	1
99	1
100	0
101	1
102	1
103	0
104	0
105	0
106	1
107	0
108	0
109	0
110	0
111	0
112	1
113	1
114	1
115	0
116	0
117	0
118	1
119	0
120	1
121	0
122	0
123	0
124	1
125	0
126	0
127	1
128	1
129	0
130	0
131	0
132	0
133	1
134	0
135	1
136	1
137	0
138	0
139	1
140	0
141	1
142	0
143	0
144	0
145	0
146	0
147	0
148	1
149	0
150	0
151	0
152	1
153	0
154	1
155	0
156	1
157	0
158	0
159	1
160	0
161	0
162	1
163	1
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	1
172	0
173	0
174	1
175	0
176	1
177	0
178	1
179	0
180	0
181	1
182	1
183	0
184	0
185	0
186	1
187	1
188	0
189	0
190	0
191	0
192	0
193	1
194	0
195	0
196	0
197	1
198	0
199	0
200	1
201	0
202	1
203	0
204	0
205	0
206	1
207	0
208	0
209	0
210	0
211	1
212	0
213	1
214	1
215	1
216	0
217	1
218	1
219	0
220	0
221	1
222	1
223	0
224	0
225	1
226	0
227	1
228	1
229	1
230	0
231	1
232	0
233	0
234	1
235	1
236	0
237	0
238	0
239	1
240	0
241	0
242	0
243	0
244	1
245	1
246	0
247	0
248	0
249	0
250	1
251	1
252	0
253	1
254	0
255	1
256	1
257	1
258	0
259	1
260	1
261	0
262	0
263	1
264	0
265	0
266	0
267	0
268	1
269	1
270	1
271	0
272	0
273	1
274	0
275	1
276	0
277	1
278	1
279	0
280	0
281	0
282	0
283	0
284	0
285	1
286	0
287	0
288	0
289	0
290	1
291	1
292	0
293	0
294	0
295	0
296	0
297	1
298	0
299	0
300	0
301	1
302	0
303	0
304	0
305	1
306	1
307	1
308	0
309	1
310	0
311	0
312	0
313	0
314	0
315	1
316	0
317	0
318	1
319	0
320	1
321	0
322	0
323	1
324	1
325	1
326	1
327	1
328	1
329	0
330	1
331	1
332	0
333	1
334	0
335	1
336	1
337	0
338	0
339	0
340	1
341	0
342	0
343	0
344	0
345	1
346	0
347	1
348	1
349	1
350	0
351	1
352	1
353	0
354	1
355	1
356	1
357	0
358	0
359	0
360	1
361	1
362	0
363	0
364	1
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	1
373	0
374	1
375	1
376	1
377	0
378	0
379	1
380	0
381	0
382	1
383	0
384	0
385	1
386	1
387	1
388	0
389	1
390	0
391	0
392	0
393	0
394	1
395	0
396	1
397	0
398	1
399	0
400	0
401	0
402	1
403	1
404	0
405	1
406	0
407	0
408	0
409	1
410	0
411	1
412	1
413	1
414	0
415	0
416	0
417	0
418	0
419	0
420	1
421	0
422	0
423	0
424	0
425	0
426	0
427	1
428	0
429	1
430	0
431	1
432	0
433	0
434	1
435	0
436	1
437	1
438	1
439	0
440	0
441	0
442	0
443	0
444	1
445	0
446	1
447	0
448	1
449	0
450	1
451	0
452	1
453	0
454	0
455	1
456	0
457	1
458	1
459	0
460	1
461	0
462	0
463	1
464	1
465	0
466	0
467	1
468	0
469	0
470	0
471	1
472	1
473	1
474	0
475	1
476	1
477	0
478	0
479	0
480	1
481	0
482	0
483	0
484	0
485	0
486	1
487	0
488	1
489	1
490	0
491	1
492	1
493	1
494	1
495	1
496	0
497	1
498	0
499	0
500	1
501	0
502	1
503	1
504	0
505	1
506	0
507	1
508	0
509	0
510	0
511	0
512	0
513	0
514	1
515	1
516	1
517	1
518	0
519	0
520	0
521	1
522	1
523	0
524	0
525	0
526	1
527	0
528	1
529	0
530	0
531	1
532	1
533	0
